Block	Row	Column	ID	Name	M C7H2 2h Dex vs C7H2 2h EtOH	M C7H2 6h Dex vs C7H2 6h EtOH	M C7H2 12h Dex vs C7H2 12h EtOH	M C7H2 24h Dex vs C7H2 24h EtOH	A C7H2 2h Dex vs C7H2 2h EtOH	A C7H2 6h Dex vs C7H2 6h EtOH	A C7H2 12h Dex vs C7H2 12h EtOH	A C7H2 24h Dex vs C7H2 24h EtOH	C7H2 2h Dex vs C7H2 2h EtOH	C7H2 6h Dex vs C7H2 6h EtOH	C7H2 12h Dex vs C7H2 12h EtOH	C7H2 24h Dex vs C7H2 24h EtOH	w.2h	w.6h	w.12h	w.24h
1	 2	24	BA10212	hsa_miR_221	0.0805150358473536	0.215843314077196	-0.0387380144976905	0.174861991440668	8.39216200250457	8.2109709640365	8.35150930973643	8.35130693754688	FALSE	FALSE	FALSE	FALSE	4	4	4	4
1	 2	25	BA10116	hsa_miR_107	0.594678697981948	0.755623727396504	-0.256567458813624	0.815075679080318	11.1050495488382	10.4323701007244	11.0879423635297	11.1868635695149	FALSE	FALSE	FALSE	FALSE	4	4	4	4
1	 2	26	BA10327	mmu_miR_292_3p	0.276143740619167	-0.269909561994435	0.347317048229943	0.311741369410157	7.68395483956798	7.51964127248273	7.43858729431449	7.62283124893727	FALSE	FALSE	FALSE	FALSE	2	0	2	2
1	 2	27	BA10167	hsa_miR_182_AS	0.168756948355494	0.0472438511982141	-0.252361993119365	-0.0323007730377496	7.6675188697839	7.32022993950771	7.40116355348348	7.53294792074473	FALSE	FALSE	FALSE	FALSE	2	0	4	2
1	 2	28	BA10001	Control_1	0.998162649776038	1.16137602284398	0.0768831020671161	-0.00669569341872389	14.5281883101219	14.1936079638163	15.1338796559604	15.2952381905482	FALSE	TRUE	FALSE	FALSE	4	4	4	4
1	 2	29	BA10196	hsa_miR_205	0.0411211674181509	0.144125296606672	-0.86148695159887	-0.0246063526475107	7.45448951569549	7.35449464341681	7.78247899883541	7.51036335784028	FALSE	FALSE	FALSE	FALSE	0	0	2	0
1	 2	31	BA10200	hsa_miR_210	0.255234954832602	0.295236556357235	-0.00546205705025571	0.614088092856896	9.57171262269669	9.10779470588616	9.33904901264941	9.01629155626244	FALSE	FALSE	FALSE	FALSE	4	4	4	4
1	 2	32	BA10161	hsa_miR_17_5p	0.146234546710458	0.0345615036940767	-0.201267646060757	0.246866145420938	11.2028785764864	10.8370107272368	11.4171774439041	11.4467515379212	FALSE	FALSE	FALSE	FALSE	4	4	4	4
1	 3	 1	BA10320	mmu_miR_207	0.0801235437699788	-0.102993478835606	0.443986691132945	0.309106622356705	7.55608463535039	7.44320051050456	8.21787604772021	7.68957184338824	FALSE	FALSE	FALSE	FALSE	0	0	2	2
1	 3	 2	BA10120	hsa_miR_124a	-0.111746647566696	0.256269336393741	0.922954300353994	0.0833132707087287	7.73354887199575	7.74899593006013	8.10709847996216	7.48659872050578	FALSE	FALSE	FALSE	FALSE	0	2	4	0
1	 3	 3	BA10191	hsa_miR_200a	-0.0897431438562863	-0.0116529299126391	0.00522191238844094	0.124658585018037	7.68637956437049	7.95523342583831	7.35494104842386	7.36437422324361	FALSE	FALSE	FALSE	FALSE	2	2	0	0
1	 3	 4	BA10137	hsa_miR_138	1.77352338974122	-0.0816951315246364	0.146221738368324	0.00268903247182095	8.32633791704152	8.18295236337766	7.37744042323747	7.55044282349951	TRUE	FALSE	FALSE	FALSE	4	4	2	0
1	 3	 5	BA10233	hsa_miR_302b_AS	0.608952515172066	-0.202323072564523	0.239869419032896	0.216661770150995	7.52419692503243	7.97796578905444	7.39524798740988	7.29176517815904	FALSE	FALSE	FALSE	FALSE	2	2	2	0
1	 3	 6	BA10266	hsa_miR_34c	-0.327052664164185	-0.25253626599482	0.195800626121111	0.172581770807799	7.77748469418284	8.18105084730061	7.45978410584956	7.86376514608483	FALSE	FALSE	FALSE	FALSE	2	2	0	2
1	 3	 7	BA10253	hsa_miR_33	-0.106251547085431	-0.484261772721322	0.0669973772554862	0.0130291090791737	7.58511819740088	8.83580692296091	7.3595850653826	7.69445850744868	FALSE	FALSE	FALSE	FALSE	2	2	0	2
1	 3	 8	BA10139	hsa_miR_140	0.0559121099116577	0.395129841786107	0.0484044294557489	0.307182380208714	7.60338501622525	8.12945237600458	7.63883694586124	7.6812112213502	FALSE	FALSE	FALSE	FALSE	0	4	4	2
1	 3	 9	BA10163	hsa_miR_181a	0.872781916605309	1.11078531460796	-0.150015217188297	0.724318941685244	12.8809897904721	12.7363363070996	13.1588334408024	13.2254694924695	FALSE	TRUE	FALSE	FALSE	4	4	4	4
1	 3	10	BA10170	hsa_miR_185	0.143943260763411	0.286257861395022	-0.154421761346621	0.453768264260958	8.78030443034943	8.71291959484626	8.67222930093851	8.81364950790016	FALSE	FALSE	FALSE	FALSE	4	4	4	4
1	 3	11	BA10125	hsa_miR_127	0.00169507016560733	0.639571614195283	-0.0861771358159835	-0.185689268500985	7.44147622588554	8.22275848299911	7.31644538265349	7.57582693938653	FALSE	FALSE	FALSE	FALSE	0	4	0	2
1	 3	12	BA10238	hsa_miR_30a_5p	0.333151022851375	0.52008325413887	-0.037178772239308	0.57440526282013	9.17317141088881	8.98282390141503	9.3690598200746	9.4525079148753	FALSE	FALSE	FALSE	FALSE	4	4	4	4
1	 3	13	BA10203	hsa_miR_213	0.415208098118427	0.476196655409087	-0.242591833658228	0.368273072551769	8.28471643587784	8.04889534721331	8.21468190228399	8.36852616629655	FALSE	FALSE	FALSE	FALSE	4	4	4	2
1	 3	14	BA10254	hsa_miR_330	0.122007841214951	-0.438277790073011	0.242540054410904	0.391877777082658	7.60585329243951	8.87585057927976	7.39000057452196	7.82131015306665	FALSE	FALSE	FALSE	FALSE	0	4	2	0
1	 3	15	BA10342	mmu_miR_344	0.0693531354157955	-0.31638371879366	0.0463555474545654	-0.202956852882979	7.62346419816521	7.86146046022586	7.32525166900726	7.45237531475142	FALSE	FALSE	FALSE	FALSE	2	4	0	0
1	 3	16	BA10219	hsa_miR_25	-0.0535712043000913	0.000449073986018789	-0.0761953089828644	0.643003921328619	9.6092194292363	9.50792389570895	9.40489498023255	9.6143243439288	FALSE	FALSE	FALSE	FALSE	4	4	4	4
1	 3	17	BA10185	hsa_miR_199a	0.355494751415422	-0.0204765556567459	-0.0879365653468067	-0.00824406139428469	7.99744599544871	7.39212974797864	7.33025918899614	7.34000312386945	FALSE	FALSE	FALSE	FALSE	0	0	0	0
1	 3	18	BA10328	mmu_miR_292_5p	-0.065197260335327	-0.492665617626345	0.0932588753738903	0.0124976311690563	7.55197240827632	7.66951874079398	7.4849838284645	7.47053113481797	FALSE	FALSE	FALSE	FALSE	0	2	0	0
1	 3	20	BA10308	mmu_let_7d_AS	-0.0883748778903684	-0.210625319117011	-0.0235721546836132	0.238457744388355	7.37757682836036	7.8333294072031	7.2851428920873	7.72160995541067	FALSE	FALSE	FALSE	FALSE	0	2	0	2
1	 3	21	BA10113	hsa_miR_105	-0.107702771438019	1.67468419233891	-0.272336691406277	-0.0816141385875468	7.40855486608388	8.60333738523325	7.52356187550373	7.37147344569137	FALSE	TRUE	FALSE	FALSE	0	2	2	0
1	 3	22	BA10260	hsa_miR_340	0.130183885472193	-0.361843499560117	0.521051360717633	0.00223407929195574	7.53451417146918	7.87848796897297	7.66583659986502	7.48211315511043	FALSE	FALSE	FALSE	FALSE	0	2	2	2
1	 3	23	BA10344	mmu_miR_346	0.432959407276106	-0.475137929783713	0.262263323429591	0.407627344961166	7.67180106887287	7.69978966106146	7.49943832706208	7.90907247327658	FALSE	FALSE	FALSE	FALSE	2	2	2	2
1	 3	24	BA10115	hsa_miR_106b	0.697261728601301	0.74931034460729	-0.0630387814357949	0.506602635261803	9.77083970287473	9.24851565271278	10.2680992553920	10.4756293233238	FALSE	FALSE	FALSE	FALSE	4	4	4	4
1	 3	25	BA10152	hsa_miR_151	-0.0376906496355423	-0.594801243109389	-0.264456897092698	0.190653320983147	7.67945706577316	7.58164590749782	7.47325939031685	7.4961808399498	FALSE	FALSE	FALSE	FALSE	0	2	2	0
1	 3	26	BA10101	hsa_let_7a	-0.0532445643938253	0.132536205555169	-0.403733689953867	0.84536063503704	11.5811314055055	11.1632025114219	11.4299828814005	11.1650199897063	FALSE	FALSE	FALSE	FALSE	4	4	4	4
1	 3	27	BA10159	hsa_miR_16	0.701032466074365	0.869971312513794	-0.0872300832029058	1.18322243774755	13.2278547612809	12.629203268136	13.5014173767998	13.7846213058164	FALSE	FALSE	FALSE	TRUE	4	4	4	4
1	 3	28	BA10106	hsa_let_7f	-0.368533751843227	-0.270012355162855	-0.338782067865189	0.665948472818531	8.99274587075404	8.99913917157196	9.07559564762313	9.38115166014302	FALSE	FALSE	FALSE	FALSE	4	4	4	4
1	 3	29	BA10181	hsa_miR_196a	1.25101162583008	0.0141899793478144	-0.0726542669405417	0.033954169193823	8.5461651310327	7.45545039753696	7.44466898199418	7.47789755313416	TRUE	FALSE	FALSE	FALSE	2	0	2	0
1	 3	30	BA10273	hsa_miR_371	-0.0388438753164557	0.382799291919540	0.300452022295088	0.431415755245504	7.53090923184437	7.42338530331668	7.6734469851512	7.89810009408436	FALSE	FALSE	FALSE	FALSE	0	0	2	2
1	 3	31	BA10004	Control_4	-0.434234054452244	0.120001718589226	-0.0444932527998896	0.102483973026421	7.98796785011624	7.37669716446252	7.31721846717623	7.37407120271757	FALSE	FALSE	FALSE	FALSE	2	0	0	0
1	 3	32	BA10341	mmu_miR_341	0.232783202404699	-0.159763550560812	0.0400046712985018	-0.310498232519035	7.78631660264466	7.74390365049494	7.3772055975258	7.7998262931212	FALSE	FALSE	FALSE	FALSE	2	2	0	2
1	 4	 1	BA10356	hsa_miR_412	0.180444810340642	-0.553081643894767	0.0295627143399706	0.142211416641381	7.52583813687079	7.89578051201868	7.63748343263515	7.39987658817238	FALSE	FALSE	FALSE	FALSE	0	2	2	0
1	 4	 2	BA10250	hsa_miR_325	-0.120289343209468	-0.134029712029156	0.0812877728533827	0.224968665219249	7.66692463534296	7.45090018040293	7.38038393617942	7.76079906975238	FALSE	FALSE	FALSE	FALSE	0	0	0	2
1	 4	 3	BA10107	hsa_let_7g	-0.465726271894429	-0.120462735551918	-0.407889699716355	0.698486936301883	9.63683929355863	9.74883769227914	9.48922849429418	9.6871944265037	FALSE	FALSE	FALSE	FALSE	4	4	4	4
1	 4	 4	BA10158	hsa_miR_15b	0.56182747183281	0.678468572047292	0.136251983097678	1.41074749809474	10.0722052616218	9.99010071095584	10.2227864481823	10.7727097371553	FALSE	FALSE	FALSE	TRUE	4	4	4	4
1	 4	 5	BA10150	hsa_miR_149	-0.125695577757226	-0.283352235602188	-0.071083800088858	0.0678793873792429	7.55581321776554	7.69332002200711	7.42762926461029	7.41611633779911	FALSE	FALSE	FALSE	FALSE	0	0	2	0
1	 4	 6	BA10145	hsa_miR_145	0.437810959847551	0.182882001868721	0.263463907198339	0.697802930187246	7.92042814004945	7.43337693524566	7.64938925851137	7.69466418567664	FALSE	FALSE	FALSE	FALSE	2	0	4	2
1	 4	 7	BA10122	hsa_miR_125b	0.238392592693781	-0.117518743376944	-0.0132807362232015	0.0619498982524647	7.59790604691643	7.79351668904267	7.59476590809522	7.94793883129064	FALSE	FALSE	FALSE	FALSE	0	0	2	2
1	 4	 8	BA10204	hsa_miR_214	-0.0358255443337638	0.0799886592556369	0.0912537927879757	-0.376941680358818	7.63479749739034	8.0127962610109	7.38197767983118	7.65540835853308	FALSE	FALSE	FALSE	FALSE	0	2	0	2
1	 4	 9	BA10329	mmu_miR_293	0.179087455066262	0.0957840002610357	-0.0923107563245065	0.101542808180021	7.4951056203633	7.45500798162446	7.38140052085658	7.30541148813394	FALSE	FALSE	FALSE	FALSE	0	0	0	0
1	 4	10	BA10302	hsa_miR_93	0.320655320381249	0.335423766938408	-0.135183275351830	0.673561998297792	10.5077752361367	10.3422001994371	10.5491377471901	10.6625446857660	FALSE	FALSE	FALSE	FALSE	4	4	4	4
1	 4	11	BA10335	mmu_miR_322	-0.0768846682535216	0.0102478272319289	0.0532780506143435	-0.134973420066881	7.42289632036596	7.36674106406265	7.36298980874436	7.542400065413	FALSE	FALSE	FALSE	FALSE	0	0	0	2
1	 4	12	BA10135	hsa_miR_136	0.706128226340921	0.0908850452031214	0.082769181912056	0.358515773417015	7.77649487681381	7.50914632907608	7.35031918013073	8.09809648905933	FALSE	FALSE	FALSE	FALSE	2	0	0	2
1	 4	13	BA10121	hsa_miR_125a	0.292019246759822	0.0873621471547787	0.0649517156530006	0.319217170067827	7.50826654993989	7.82081061141663	7.6148704108059	7.64708472180094	FALSE	FALSE	FALSE	FALSE	0	2	2	0
1	 4	14	BA10123	hsa_miR_126	-0.0723949331892815	0.317613604102054	-0.344023848686165	0.906318258831364	7.94441432204578	8.04289896443949	7.85063327669896	8.22069047918083	FALSE	FALSE	FALSE	FALSE	2	2	4	2
1	 4	15	BA10326	mmu_miR_291_5p	0.0412116516913787	-1.06322912140786	-0.0535290431666295	-0.00644249808617214	7.61073524533539	8.01621787218605	7.39784027870132	7.50574840170482	FALSE	TRUE	FALSE	FALSE	0	2	0	0
1	 4	16	BA10348	mmu_miR_376a	0.695385347333438	-0.154617840642102	0.0409223501445828	-0.0410864206685027	7.90651422436127	7.37225150996615	7.3669323547283	7.30727805015641	FALSE	FALSE	FALSE	FALSE	2	0	0	0
1	 4	17	BA10482	hsa_miR_302c_AS_MM1	-0.551820035941825	0.990075846516498	-0.00777806916749135	0.813191214050568	7.7757338862351	8.38919317510871	7.55249360635891	8.00769578975891	FALSE	FALSE	FALSE	FALSE	2	4	2	2
1	 4	18	BA10274	hsa_miR_372	-0.149969545557152	0.20063779901718	-0.830977097598636	0.0870358102020958	7.74799921034871	7.52178867915116	8.34048427038898	7.3877523464674	FALSE	FALSE	FALSE	FALSE	2	0	4	0
1	 4	19	BA10210	hsa_miR_22	0.107917245541056	-1.17599677826694	0.0867910420480715	0.376763292681007	7.50646405396568	8.08291736700165	7.41675764303695	7.6680430428534	FALSE	TRUE	FALSE	FALSE	0	4	0	2
1	 4	20	BA10220	hsa_miR_26a	0.341793219327037	0.341248815161745	-0.0809490832034339	0.78191831452395	10.2720900690114	9.91942365197206	10.4063184313244	10.4212734832878	FALSE	FALSE	FALSE	FALSE	4	4	4	4
1	 4	21	BA10102	hsa_let_7b	0.0383711840849799	0.208414058903333	0.338730416412805	0.387745772205863	8.38530906058642	8.15846925784075	8.50588859502985	8.31108514988817	FALSE	FALSE	FALSE	FALSE	4	4	4	4
1	 4	22	BA10157	hsa_miR_15a	0.902502296178088	0.812338427256925	-0.0798545997321227	0.552854515964187	9.77730600652443	9.3575540168078	10.0804706949415	10.4435617180114	FALSE	FALSE	FALSE	FALSE	4	4	4	4
1	 4	23	BA10318	mmu_miR_201	0.00240479084950884	0.0358189370443274	-0.0988228795003812	0.167807793692658	7.49176303346218	7.41977323179872	7.2511837788512	7.41745966788384	FALSE	FALSE	FALSE	FALSE	0	0	0	0
1	 4	24	BA10117	hsa_miR_10a	0.55143907188241	0.0502542604142828	0.0734225645323452	0.332183200349904	7.55880603043763	7.3497552189658	7.33811869857973	7.52562555073643	FALSE	FALSE	FALSE	FALSE	2	0	0	2
1	 4	25	BA10154	hsa_miR_153	0.274965280903367	0.0907602375437309	-0.000876050091102698	0.128857907106028	7.9177386232953	7.73140453140825	8.15741096040015	8.3279459723164	FALSE	FALSE	FALSE	FALSE	2	2	4	4
1	 4	26	BA10347	mmu_miR_351	-0.337957065427073	0.0395515740510284	0.315177201767585	-0.213515267146461	7.69468922583975	7.43760363244541	7.44650952299637	7.75673724679537	FALSE	FALSE	FALSE	FALSE	2	0	2	2
1	 4	27	BA10162	hsa_miR_18a	-0.0796861361386814	0.0501031848226923	-0.132933925180033	0.102201599696029	8.98252741265951	8.54664001458356	8.91887809447977	9.07824662025046	FALSE	FALSE	FALSE	FALSE	4	4	4	4
1	 4	28	BA10192	hsa_miR_200b	0.280227872594778	0.161944805610323	0.118984534225943	-0.0481349226294485	7.6140465335103	7.48447373209815	7.32542665470175	7.4973607077032	FALSE	FALSE	FALSE	FALSE	0	0	0	2
1	 4	29	BA10332	mmu_miR_297	1.05523015299872	0.120311556950295	-0.0821590403964159	0.0143093367357157	8.3586710846548	7.53654914854125	7.43828745337326	7.57474877777182	TRUE	FALSE	FALSE	FALSE	2	2	0	4
1	 4	30	BA10141	hsa_miR_142_3p	1.21889338939914	0.190611950726211	0.156657288550720	0.594126210552067	7.98803751110793	7.48506306493486	7.54325834746111	8.21929339898003	TRUE	FALSE	FALSE	FALSE	2	2	2	4
1	 4	31	BA10183	hsa_miR_197	0.190244871457873	-0.379690918326403	-0.315074507579691	0.033806757710642	8.00941383251314	7.94612310922356	7.8864841724472	7.88554025593666	FALSE	FALSE	FALSE	FALSE	2	2	4	4
1	 4	32	BA10207	hsa_miR_217	0.0496793115841516	0.415964373985064	0.019645360857119	-0.050610658699874	7.52104331346632	7.65688128556214	7.50367674203698	8.19397690298696	FALSE	FALSE	FALSE	FALSE	0	2	2	4
1	 5	 1	BA10222	hsa_miR_27a	0.417579838790328	0.196272068429048	-0.0819340713526664	0.251057044235087	7.93645352954744	8.30468552667216	8.00165507388437	7.99245988195682	FALSE	FALSE	FALSE	FALSE	2	4	4	4
1	 5	 2	BA10271	hsa_miR_369_3p	0.0636166849714712	0.261844349773041	0.466605931618382	0.124023354980219	7.60094424257185	7.65012448935747	7.69257155489884	7.48136743664677	FALSE	FALSE	FALSE	FALSE	0	2	2	0
1	 5	 3	BA10353	mmu_miR_409	0.000989829802457542	-0.774984588639835	0.173523312980834	0.222401918937127	7.63209283049323	8.22323518507386	7.53113328093955	7.81390467057817	FALSE	FALSE	FALSE	FALSE	0	2	2	2
1	 5	 4	BA10002	Control_2	0.0527887219598497	0.0251778387985855	0.0539422346613856	1.03785044752959	7.6302065950933	7.83901140590028	7.23609508548351	8.55613186415057	FALSE	FALSE	FALSE	TRUE	0	2	0	4
1	 5	 5	BA10205	hsa_miR_215	0.0803382747082662	-0.311411244951265	0.0726301762548953	0.12551973908627	7.54455851149438	7.68334684022623	7.35722807414836	7.45757763285108	FALSE	FALSE	FALSE	FALSE	0	2	0	0
1	 5	 6	BA10105	hsa_let_7e	1.0383778862184	-0.132983495751025	-0.0107430000056103	0.136433010290372	8.28182699204276	7.70240561830678	7.72103868234419	7.88128490231169	TRUE	FALSE	FALSE	FALSE	2	2	4	4
1	 5	 7	BA10180	hsa_miR_195	0.249111842325625	0.903048312922855	0.525036446224677	-0.296533775179107	7.74110359434972	8.2465106223585	7.93702058212621	7.9063015544648	FALSE	FALSE	FALSE	FALSE	2	2	4	2
1	 5	 8	BA10153	hsa_miR_152	-0.054152941589324	-0.3679910164958	-0.0457794764140402	-0.0554056643722358	7.45974979320305	8.13272917910885	7.27613651187378	7.4250376804908	FALSE	FALSE	FALSE	FALSE	0	2	0	0
1	 5	 9	BA10136	hsa_miR_137	0.100313491725291	0.170386014764353	-0.164088701242284	0.0722496623025499	7.46921703224601	7.46679919078938	7.40958607322013	7.37942980652724	FALSE	FALSE	FALSE	FALSE	0	0	2	0
